# timestamp,voltage_A.real
2016-10-28 16:14:47.362 PST,89.7
2016-10-28 16:29:47.362 PST,92.2
2016-10-28 16:44:47.362 PST,39.1
2016-10-28 16:59:47.362 PST,80.0
2016-10-28 17:14:47.362 PST,44.9
2016-10-28 17:29:47.362 PST,19.0
2016-10-28 17:44:47.362 PST,50.8
2016-10-28 17:59:47.362 PST,96.3
2016-10-28 18:14:47.362 PST,57.1
2016-10-28 18:29:47.362 PST,76.7
2016-10-28 18:44:47.362 PST,58.3
2016-10-28 18:59:47.362 PST,83.6
2016-10-28 19:14:47.362 PST,42.8
2016-10-28 19:29:47.362 PST,62.0
2016-10-28 19:44:47.362 PST,23.5
2016-10-28 19:59:47.362 PST,93.2
2016-10-28 20:14:47.362 PST,48.9
2016-10-28 20:29:47.362 PST,31.0
2016-10-28 20:44:47.362 PST,34.0
2016-10-28 20:59:47.362 PST,6.6
2016-10-28 21:14:47.362 PST,36.6
2016-10-28 21:29:47.362 PST,31.3
2016-10-28 21:44:47.362 PST,87.3
2016-10-28 21:59:47.362 PST,41.3
2016-10-28 22:14:47.362 PST,17.6
2016-10-28 22:29:47.362 PST,29.8
2016-10-28 22:44:47.362 PST,50.9
2016-10-28 22:59:47.362 PST,27.4
2016-10-28 23:14:47.362 PST,29.8
2016-10-28 23:29:47.362 PST,52.3
2016-10-28 23:44:47.362 PST,74.9
2016-10-28 23:59:47.362 PST,92.3
2016-10-29 00:14:47.362 PST,74.5
2016-10-29 00:29:47.362 PST,8.3
2016-10-29 00:44:47.362 PST,91.8
2016-10-29 00:59:47.362 PST,8.9
2016-10-29 01:14:47.362 PST,19.7
2016-10-29 01:29:47.362 PST,55.6
2016-10-29 01:44:47.362 PST,75.5
2016-10-29 01:59:47.362 PST,66.4
2016-10-29 02:14:47.362 PST,62.2
2016-10-29 02:29:47.362 PST,13.7
2016-10-29 02:44:47.362 PST,67.6
2016-10-29 02:59:47.362 PST,15.1
2016-10-29 03:14:47.362 PST,45.1
2016-10-29 03:29:47.362 PST,85.1
2016-10-29 03:44:47.362 PST,35.2
2016-10-29 03:59:47.362 PST,32.8
2016-10-29 04:14:47.362 PST,18.2
2016-10-29 04:29:47.362 PST,47.5
2016-10-29 04:44:47.362 PST,98.7
2016-10-29 04:59:47.362 PST,13.6
2016-10-29 05:14:47.362 PST,27.2
2016-10-29 05:29:47.362 PST,76.4
2016-10-29 05:44:47.362 PST,18.5
2016-10-29 05:59:47.362 PST,91.8
2016-10-29 06:14:47.362 PST,85.7
2016-10-29 06:29:47.362 PST,15.6
2016-10-29 06:44:47.362 PST,87.4
2016-10-29 06:59:47.362 PST,62.4
2016-10-29 07:14:47.362 PST,71.1
2016-10-29 07:29:47.362 PST,52.4
2016-10-29 07:44:47.362 PST,59.9
2016-10-29 07:59:47.362 PST,39.4
2016-10-29 08:14:47.362 PST,53.4
2016-10-29 08:29:47.362 PST,22.9
2016-10-29 08:44:47.362 PST,48.8
2016-10-29 08:59:47.362 PST,63.4
2016-10-29 09:14:47.362 PST,58.4
2016-10-29 09:29:47.362 PST,40.8
2016-10-29 09:44:47.362 PST,75.3
2016-10-29 09:59:47.362 PST,42.9
2016-10-29 10:14:47.362 PST,4.3
2016-10-29 10:29:47.362 PST,40.8
2016-10-29 10:44:47.362 PST,13.9
2016-10-29 10:59:47.362 PST,42.9
2016-10-29 11:14:47.362 PST,92.9
2016-10-29 11:29:47.362 PST,76.4
2016-10-29 11:44:47.362 PST,37.8
2016-10-29 11:59:47.362 PST,8.8
2016-10-29 12:14:47.362 PST,17.8
2016-10-29 12:29:47.362 PST,80.8
2016-10-29 12:44:47.362 PST,17.9
2016-10-29 12:59:47.362 PST,62.9
2016-10-29 13:14:47.362 PST,86.1
2016-10-29 13:29:47.362 PST,43.7
2016-10-29 13:44:47.362 PST,43.9
2016-10-29 13:59:47.362 PST,15.5
2016-10-29 14:14:47.362 PST,65.4
2016-10-29 14:29:47.362 PST,0.4
2016-10-29 14:44:47.362 PST,38.8
2016-10-29 14:59:47.362 PST,16.3
2016-10-29 15:14:47.362 PST,68.4
2016-10-29 15:29:47.362 PST,70.7
2016-10-29 15:44:47.362 PST,17.7
2016-10-29 15:59:47.362 PST,57.3
