# timestamp,voltage_A.real
2001-01-01 00:00:00.000 PST,8.1
2001-01-01 00:00:00.010 PST,55.6
2001-01-01 00:00:00.020 PST,55.0
2001-01-01 00:00:00.030 PST,98.5
2001-01-01 00:00:00.040 PST,50.4
2001-01-01 00:00:00.050 PST,66.7
2001-01-01 00:00:00.060 PST,96.2
2001-01-01 00:00:00.070 PST,80.4
2001-01-01 00:00:00.080 PST,59.2
2001-01-01 00:00:00.090 PST,37.0
2001-01-01 00:00:00.100 PST,5.2
2001-01-01 00:00:00.110 PST,37.3
2001-01-01 00:00:00.120 PST,95.4
2001-01-01 00:00:00.130 PST,0.1
2001-01-01 00:00:00.140 PST,25.6
2001-01-01 00:00:00.150 PST,54.4
2001-01-01 00:00:00.160 PST,5.3
2001-01-01 00:00:00.170 PST,85.5
2001-01-01 00:00:00.180 PST,30.2
2001-01-01 00:00:00.190 PST,61.4
2001-01-01 00:00:00.200 PST,56.1
2001-01-01 00:00:00.210 PST,61.8
2001-01-01 00:00:00.220 PST,30.5
2001-01-01 00:00:00.230 PST,4.0
2001-01-01 00:00:00.240 PST,20.7
2001-01-01 00:00:00.250 PST,94.8
2001-01-01 00:00:00.260 PST,61.1
2001-01-01 00:00:00.270 PST,15.2
2001-01-01 00:00:00.280 PST,85.0
2001-01-01 00:00:00.290 PST,32.2
2001-01-01 00:00:00.300 PST,71.7
2001-01-01 00:00:00.310 PST,35.6
2001-01-01 00:00:00.320 PST,91.3
2001-01-01 00:00:00.330 PST,87.0
2001-01-01 00:00:00.340 PST,59.1
2001-01-01 00:00:00.350 PST,58.1
2001-01-01 00:00:00.360 PST,34.0
2001-01-01 00:00:00.370 PST,53.2
2001-01-01 00:00:00.380 PST,89.8
2001-01-01 00:00:00.390 PST,41.4
2001-01-01 00:00:00.400 PST,20.4
2001-01-01 00:00:00.410 PST,98.0
2001-01-01 00:00:00.420 PST,55.6
2001-01-01 00:00:00.430 PST,74.4
2001-01-01 00:00:00.440 PST,92.2
2001-01-01 00:00:00.450 PST,12.8
2001-01-01 00:00:00.460 PST,9.6
2001-01-01 00:00:00.470 PST,29.5
2001-01-01 00:00:00.480 PST,68.2
2001-01-01 00:00:00.490 PST,57.1
2001-01-01 00:00:00.500 PST,27.4
2001-01-01 00:00:00.510 PST,68.2
2001-01-01 00:00:00.520 PST,75.6
2001-01-01 00:00:00.530 PST,4.1
2001-01-01 00:00:00.540 PST,59.7
2001-01-01 00:00:00.550 PST,65.7
2001-01-01 00:00:00.560 PST,94.2
2001-01-01 00:00:00.570 PST,88.0
2001-01-01 00:00:00.580 PST,44.6
2001-01-01 00:00:00.590 PST,79.1
2001-01-01 00:00:00.600 PST,94.9
2001-01-01 00:00:00.610 PST,1.2
2001-01-01 00:00:00.620 PST,34.3
2001-01-01 00:00:00.630 PST,50.9
2001-01-01 00:00:00.640 PST,72.6
2001-01-01 00:00:00.650 PST,86.2
2001-01-01 00:00:00.660 PST,74.5
2001-01-01 00:00:00.670 PST,78.9
2001-01-01 00:00:00.680 PST,28.3
2001-01-01 00:00:00.690 PST,89.0
2001-01-01 00:00:00.700 PST,77.9
2001-01-01 00:00:00.710 PST,16.5
2001-01-01 00:00:00.720 PST,78.5
2001-01-01 00:00:00.730 PST,69.8
2001-01-01 00:00:00.740 PST,86.2
2001-01-01 00:00:00.750 PST,79.3
2001-01-01 00:00:00.760 PST,88.4
2001-01-01 00:00:00.770 PST,46.8
2001-01-01 00:00:00.780 PST,3.1
2001-01-01 00:00:00.790 PST,79.0
2001-01-01 00:00:00.800 PST,46.8
2001-01-01 00:00:00.810 PST,20.2
2001-01-01 00:00:00.820 PST,80.8
2001-01-01 00:00:00.830 PST,28.7
2001-01-01 00:00:00.840 PST,96.6
2001-01-01 00:00:00.850 PST,17.1
2001-01-01 00:00:00.860 PST,89.8
2001-01-01 00:00:00.870 PST,61.6
2001-01-01 00:00:00.880 PST,63.7
2001-01-01 00:00:00.890 PST,62.7
2001-01-01 00:00:00.900 PST,40.5
