# timestamp,voltage_A.real
2016-10-28 16:14:47.362 PST,74.7
2016-10-28 16:29:47.362 PST,80.5
2016-10-28 16:44:47.362 PST,59.3
2016-10-28 16:59:47.362 PST,72.1
2016-10-28 17:14:47.362 PST,18.2
2016-10-28 17:29:47.362 PST,77.0
2016-10-28 17:44:47.362 PST,47.1
2016-10-28 17:59:47.362 PST,5.2
2016-10-28 18:14:47.362 PST,78.0
2016-10-28 18:29:47.362 PST,52.4
2016-10-28 18:44:47.362 PST,46.8
2016-10-28 18:59:47.362 PST,62.4
2016-10-28 19:14:47.362 PST,20.4
2016-10-28 19:29:47.362 PST,3.2
2016-10-28 19:44:47.362 PST,68.1
2016-10-28 19:59:47.362 PST,18.8
2016-10-28 20:14:47.362 PST,98.6
2016-10-28 20:29:47.362 PST,47.3
2016-10-28 20:44:47.362 PST,75.6
2016-10-28 20:59:47.362 PST,51.8
2016-10-28 21:14:47.362 PST,14.3
2016-10-28 21:29:47.362 PST,64.1
2016-10-28 21:44:47.362 PST,39.5
2016-10-28 21:59:47.362 PST,36.4
2016-10-28 22:14:47.362 PST,70.3
2016-10-28 22:29:47.362 PST,93.0
2016-10-28 22:44:47.362 PST,62.1
2016-10-28 22:59:47.362 PST,27.3
2016-10-28 23:14:47.362 PST,99.0
2016-10-28 23:29:47.362 PST,47.6
2016-10-28 23:44:47.362 PST,49.1
2016-10-28 23:59:47.362 PST,98.8
2016-10-29 00:14:47.362 PST,95.8
2016-10-29 00:29:47.362 PST,80.1
2016-10-29 00:44:47.362 PST,31.9
2016-10-29 00:59:47.362 PST,23.9
2016-10-29 01:14:47.362 PST,36.2
2016-10-29 01:29:47.362 PST,61.2
2016-10-29 01:44:47.362 PST,12.2
2016-10-29 01:59:47.362 PST,93.0
2016-10-29 02:14:47.362 PST,13.2
2016-10-29 02:29:47.362 PST,81.6
2016-10-29 02:44:47.362 PST,66.6
2016-10-29 02:59:47.362 PST,69.0
2016-10-29 03:14:47.362 PST,43.4
2016-10-29 03:29:47.362 PST,98.1
2016-10-29 03:44:47.362 PST,52.8
2016-10-29 03:59:47.362 PST,93.5
2016-10-29 04:14:47.362 PST,63.8
2016-10-29 04:29:47.362 PST,59.5
2016-10-29 04:44:47.362 PST,25.4
2016-10-29 04:59:47.362 PST,95.1
2016-10-29 05:14:47.362 PST,13.1
2016-10-29 05:29:47.362 PST,97.9
2016-10-29 05:44:47.362 PST,69.6
2016-10-29 05:59:47.362 PST,68.6
2016-10-29 06:14:47.362 PST,71.6
2016-10-29 06:29:47.362 PST,5.9
2016-10-29 06:44:47.362 PST,86.7
2016-10-29 06:59:47.362 PST,75.6
2016-10-29 07:14:47.362 PST,9.6
2016-10-29 07:29:47.362 PST,66.6
2016-10-29 07:44:47.362 PST,34.0
2016-10-29 07:59:47.362 PST,9.5
2016-10-29 08:14:47.362 PST,55.3
2016-10-29 08:29:47.362 PST,70.1
2016-10-29 08:44:47.362 PST,89.0
2016-10-29 08:59:47.362 PST,85.8
2016-10-29 09:14:47.362 PST,50.6
2016-10-29 09:29:47.362 PST,22.5
2016-10-29 09:44:47.362 PST,62.4
2016-10-29 09:59:47.362 PST,36.2
2016-10-29 10:14:47.362 PST,30.4
2016-10-29 10:29:47.362 PST,86.9
2016-10-29 10:44:47.362 PST,76.5
2016-10-29 10:59:47.362 PST,20.4
2016-10-29 11:14:47.362 PST,94.1
2016-10-29 11:29:47.362 PST,74.1
2016-10-29 11:44:47.362 PST,34.0
2016-10-29 11:59:47.362 PST,52.5
2016-10-29 12:14:47.362 PST,41.6
2016-10-29 12:29:47.362 PST,63.9
2016-10-29 12:44:47.362 PST,30.9
2016-10-29 12:59:47.362 PST,56.3
2016-10-29 13:14:47.362 PST,45.4
2016-10-29 13:29:47.362 PST,84.9
2016-10-29 13:44:47.362 PST,18.4
2016-10-29 13:59:47.362 PST,52.4
2016-10-29 14:14:47.362 PST,59.8
2016-10-29 14:29:47.362 PST,88.2
2016-10-29 14:44:47.362 PST,32.0
2016-10-29 14:59:47.362 PST,80.8
2016-10-29 15:14:47.362 PST,91.6
2016-10-29 15:29:47.362 PST,60.3
2016-10-29 15:44:47.362 PST,44.1
2016-10-29 15:59:47.362 PST,81.1
