# timestamp,voltage_A.real
2001-01-01 00:00:00.000 PST,1.4
2001-01-01 00:00:00.010 PST,33.6
2001-01-01 00:00:00.020 PST,84.9
2001-01-01 00:00:00.030 PST,65.7
2001-01-01 00:00:00.040 PST,58.0
2001-01-01 00:00:00.050 PST,32.5
2001-01-01 00:00:00.060 PST,53.6
2001-01-01 00:00:00.070 PST,82.1
2001-01-01 00:00:00.080 PST,75.7
2001-01-01 00:00:00.090 PST,56.9
2001-01-01 00:00:00.100 PST,64.3
2001-01-01 00:00:00.110 PST,74.9
2001-01-01 00:00:00.120 PST,38.3
2001-01-01 00:00:00.130 PST,21.1
2001-01-01 00:00:00.140 PST,81.3
2001-01-01 00:00:00.150 PST,94.4
2001-01-01 00:00:00.160 PST,57.0
2001-01-01 00:00:00.170 PST,16.5
2001-01-01 00:00:00.180 PST,83.0
2001-01-01 00:00:00.190 PST,74.9
2001-01-01 00:00:00.200 PST,17.5
2001-01-01 00:00:00.210 PST,39.2
2001-01-01 00:00:00.220 PST,94.1
2001-01-01 00:00:00.230 PST,84.1
2001-01-01 00:00:00.240 PST,50.4
2001-01-01 00:00:00.250 PST,45.8
2001-01-01 00:00:00.260 PST,1.4
2001-01-01 00:00:00.270 PST,11.4
2001-01-01 00:00:00.280 PST,56.2
2001-01-01 00:00:00.290 PST,91.7
2001-01-01 00:00:00.300 PST,36.0
2001-01-01 00:00:00.310 PST,78.3
2001-01-01 00:00:00.320 PST,12.1
2001-01-01 00:00:00.330 PST,5.3
2001-01-01 00:00:00.340 PST,54.0
2001-01-01 00:00:00.350 PST,30.9
2001-01-01 00:00:00.360 PST,15.3
2001-01-01 00:00:00.370 PST,18.1
2001-01-01 00:00:00.380 PST,97.8
2001-01-01 00:00:00.390 PST,26.9
2001-01-01 00:00:00.400 PST,82.7
2001-01-01 00:00:00.410 PST,60.1
2001-01-01 00:00:00.420 PST,93.3
2001-01-01 00:00:00.430 PST,77.7
2001-01-01 00:00:00.440 PST,73.3
2001-01-01 00:00:00.450 PST,15.2
2001-01-01 00:00:00.460 PST,80.5
2001-01-01 00:00:00.470 PST,32.6
2001-01-01 00:00:00.480 PST,42.3
2001-01-01 00:00:00.490 PST,81.2
2001-01-01 00:00:00.500 PST,87.6
2001-01-01 00:00:00.510 PST,34.8
2001-01-01 00:00:00.520 PST,29.4
2001-01-01 00:00:00.530 PST,35.7
2001-01-01 00:00:00.540 PST,88.0
2001-01-01 00:00:00.550 PST,78.3
2001-01-01 00:00:00.560 PST,52.2
2001-01-01 00:00:00.570 PST,39.0
2001-01-01 00:00:00.580 PST,57.6
2001-01-01 00:00:00.590 PST,92.6
2001-01-01 00:00:00.600 PST,90.8
2001-01-01 00:00:00.610 PST,92.5
2001-01-01 00:00:00.620 PST,63.9
2001-01-01 00:00:00.630 PST,34.9
2001-01-01 00:00:00.640 PST,36.8
2001-01-01 00:00:00.650 PST,18.8
2001-01-01 00:00:00.660 PST,73.8
2001-01-01 00:00:00.670 PST,45.5
2001-01-01 00:00:00.680 PST,39.5
2001-01-01 00:00:00.690 PST,46.2
2001-01-01 00:00:00.700 PST,31.3
2001-01-01 00:00:00.710 PST,31.4
2001-01-01 00:00:00.720 PST,61.2
2001-01-01 00:00:00.730 PST,98.6
2001-01-01 00:00:00.740 PST,30.6
2001-01-01 00:00:00.750 PST,67.8
2001-01-01 00:00:00.760 PST,15.2
2001-01-01 00:00:00.770 PST,92.9
2001-01-01 00:00:00.780 PST,51.5
2001-01-01 00:00:00.790 PST,42.5
2001-01-01 00:00:00.800 PST,40.9
2001-01-01 00:00:00.810 PST,70.4
2001-01-01 00:00:00.820 PST,58.7
2001-01-01 00:00:00.830 PST,16.1
2001-01-01 00:00:00.840 PST,48.5
2001-01-01 00:00:00.850 PST,96.1
2001-01-01 00:00:00.860 PST,67.8
2001-01-01 00:00:00.870 PST,5.0
2001-01-01 00:00:00.880 PST,51.7
2001-01-01 00:00:00.890 PST,42.2
2001-01-01 00:00:00.900 PST,38.2
