# timestamp,voltage_A.real
2001-01-01 00:00:00.000 PST,17.9
2001-01-01 00:00:00.010 PST,66.1
2001-01-01 00:00:00.020 PST,90.2
2001-01-01 00:00:00.030 PST,47.8
2001-01-01 00:00:00.040 PST,81.3
2001-01-01 00:00:00.050 PST,44.1
2001-01-01 00:00:00.060 PST,89.4
2001-01-01 00:00:00.070 PST,91.5
2001-01-01 00:00:00.080 PST,57.2
2001-01-01 00:00:00.090 PST,31.1
2001-01-01 00:00:00.100 PST,60.5
2001-01-01 00:00:00.110 PST,67.0
2001-01-01 00:00:00.120 PST,0.6
2001-01-01 00:00:00.130 PST,87.8
2001-01-01 00:00:00.140 PST,33.0
2001-01-01 00:00:00.150 PST,60.4
2001-01-01 00:00:00.160 PST,37.7
2001-01-01 00:00:00.170 PST,17.8
2001-01-01 00:00:00.180 PST,90.4
2001-01-01 00:00:00.190 PST,22.7
2001-01-01 00:00:00.200 PST,85.8
2001-01-01 00:00:00.210 PST,30.2
2001-01-01 00:00:00.220 PST,71.9
2001-01-01 00:00:00.230 PST,88.1
2001-01-01 00:00:00.240 PST,92.2
2001-01-01 00:00:00.250 PST,5.3
2001-01-01 00:00:00.260 PST,90.1
2001-01-01 00:00:00.270 PST,78.8
2001-01-01 00:00:00.280 PST,8.4
2001-01-01 00:00:00.290 PST,81.5
2001-01-01 00:00:00.300 PST,57.9
2001-01-01 00:00:00.310 PST,14.6
2001-01-01 00:00:00.320 PST,70.5
2001-01-01 00:00:00.330 PST,12.8
2001-01-01 00:00:00.340 PST,20.0
2001-01-01 00:00:00.350 PST,7.6
2001-01-01 00:00:00.360 PST,18.9
2001-01-01 00:00:00.370 PST,19.0
2001-01-01 00:00:00.380 PST,21.5
2001-01-01 00:00:00.390 PST,96.6
2001-01-01 00:00:00.400 PST,72.4
2001-01-01 00:00:00.410 PST,3.5
2001-01-01 00:00:00.420 PST,32.8
2001-01-01 00:00:00.430 PST,66.6
2001-01-01 00:00:00.440 PST,5.0
2001-01-01 00:00:00.450 PST,12.7
2001-01-01 00:00:00.460 PST,85.2
2001-01-01 00:00:00.470 PST,76.3
2001-01-01 00:00:00.480 PST,64.3
2001-01-01 00:00:00.490 PST,85.8
2001-01-01 00:00:00.500 PST,82.5
2001-01-01 00:00:00.510 PST,56.0
2001-01-01 00:00:00.520 PST,86.7
2001-01-01 00:00:00.530 PST,40.5
2001-01-01 00:00:00.540 PST,74.6
2001-01-01 00:00:00.550 PST,66.9
2001-01-01 00:00:00.560 PST,60.3
2001-01-01 00:00:00.570 PST,97.1
2001-01-01 00:00:00.580 PST,78.8
2001-01-01 00:00:00.590 PST,57.5
2001-01-01 00:00:00.600 PST,95.6
2001-01-01 00:00:00.610 PST,52.0
2001-01-01 00:00:00.620 PST,26.9
2001-01-01 00:00:00.630 PST,15.8
2001-01-01 00:00:00.640 PST,38.2
2001-01-01 00:00:00.650 PST,18.2
2001-01-01 00:00:00.660 PST,12.5
2001-01-01 00:00:00.670 PST,44.9
2001-01-01 00:00:00.680 PST,71.1
2001-01-01 00:00:00.690 PST,43.0
2001-01-01 00:00:00.700 PST,25.8
2001-01-01 00:00:00.710 PST,25.3
2001-01-01 00:00:00.720 PST,23.0
2001-01-01 00:00:00.730 PST,98.6
2001-01-01 00:00:00.740 PST,3.4
2001-01-01 00:00:00.750 PST,35.2
2001-01-01 00:00:00.760 PST,80.4
2001-01-01 00:00:00.770 PST,54.3
2001-01-01 00:00:00.780 PST,7.1
2001-01-01 00:00:00.790 PST,40.8
2001-01-01 00:00:00.800 PST,68.3
2001-01-01 00:00:00.810 PST,67.7
2001-01-01 00:00:00.820 PST,75.0
2001-01-01 00:00:00.830 PST,39.3
2001-01-01 00:00:00.840 PST,16.4
2001-01-01 00:00:00.850 PST,29.1
2001-01-01 00:00:00.860 PST,57.1
2001-01-01 00:00:00.870 PST,0.9
2001-01-01 00:00:00.880 PST,18.2
2001-01-01 00:00:00.890 PST,36.4
2001-01-01 00:00:00.900 PST,67.9
