# timestamp,voltage_A.real
2016-10-28 16:14:47.362 PST,96.1
2016-10-28 16:29:47.362 PST,91.8
2016-10-28 16:44:47.362 PST,48.1
2016-10-28 16:59:47.362 PST,72.8
2016-10-28 17:14:47.362 PST,35.7
2016-10-28 17:29:47.362 PST,49.4
2016-10-28 17:44:47.362 PST,99.8
2016-10-28 17:59:47.362 PST,18.8
2016-10-28 18:14:47.362 PST,87.0
2016-10-28 18:29:47.362 PST,84.6
2016-10-28 18:44:47.362 PST,31.6
2016-10-28 18:59:47.362 PST,41.9
2016-10-28 19:14:47.362 PST,70.7
2016-10-28 19:29:47.362 PST,74.1
2016-10-28 19:44:47.362 PST,96.3
2016-10-28 19:59:47.362 PST,81.1
2016-10-28 20:14:47.362 PST,95.6
2016-10-28 20:29:47.362 PST,74.5
2016-10-28 20:44:47.362 PST,53.0
2016-10-28 20:59:47.362 PST,23.7
2016-10-28 21:14:47.362 PST,44.1
2016-10-28 21:29:47.362 PST,30.0
2016-10-28 21:44:47.362 PST,83.9
2016-10-28 21:59:47.362 PST,68.4
2016-10-28 22:14:47.362 PST,18.3
2016-10-28 22:29:47.362 PST,10.7
2016-10-28 22:44:47.362 PST,23.0
2016-10-28 22:59:47.362 PST,83.0
2016-10-28 23:14:47.362 PST,51.7
2016-10-28 23:29:47.362 PST,56.9
2016-10-28 23:44:47.362 PST,80.0
2016-10-28 23:59:47.362 PST,51.3
2016-10-29 00:14:47.362 PST,42.8
2016-10-29 00:29:47.362 PST,76.2
2016-10-29 00:44:47.362 PST,10.0
2016-10-29 00:59:47.362 PST,63.2
2016-10-29 01:14:47.362 PST,44.8
2016-10-29 01:29:47.362 PST,29.6
2016-10-29 01:44:47.362 PST,52.1
2016-10-29 01:59:47.362 PST,3.2
2016-10-29 02:14:47.362 PST,60.1
2016-10-29 02:29:47.362 PST,22.6
2016-10-29 02:44:47.362 PST,27.2
2016-10-29 02:59:47.362 PST,63.2
2016-10-29 03:14:47.362 PST,63.1
2016-10-29 03:29:47.362 PST,3.8
2016-10-29 03:44:47.362 PST,54.7
2016-10-29 03:59:47.362 PST,90.6
2016-10-29 04:14:47.362 PST,55.9
2016-10-29 04:29:47.362 PST,87.9
2016-10-29 04:44:47.362 PST,36.9
2016-10-29 04:59:47.362 PST,97.8
2016-10-29 05:14:47.362 PST,21.7
2016-10-29 05:29:47.362 PST,86.9
2016-10-29 05:44:47.362 PST,54.8
2016-10-29 05:59:47.362 PST,6.1
2016-10-29 06:14:47.362 PST,94.3
2016-10-29 06:29:47.362 PST,59.9
2016-10-29 06:44:47.362 PST,80.0
2016-10-29 06:59:47.362 PST,58.7
2016-10-29 07:14:47.362 PST,81.1
2016-10-29 07:29:47.362 PST,72.0
2016-10-29 07:44:47.362 PST,16.2
2016-10-29 07:59:47.362 PST,2.9
2016-10-29 08:14:47.362 PST,35.9
2016-10-29 08:29:47.362 PST,30.9
2016-10-29 08:44:47.362 PST,81.4
2016-10-29 08:59:47.362 PST,2.7
2016-10-29 09:14:47.362 PST,55.9
2016-10-29 09:29:47.362 PST,45.1
2016-10-29 09:44:47.362 PST,93.4
2016-10-29 09:59:47.362 PST,41.3
2016-10-29 10:14:47.362 PST,24.9
2016-10-29 10:29:47.362 PST,56.9
2016-10-29 10:44:47.362 PST,25.3
2016-10-29 10:59:47.362 PST,28.0
2016-10-29 11:14:47.362 PST,67.7
2016-10-29 11:29:47.362 PST,86.6
2016-10-29 11:44:47.362 PST,26.8
2016-10-29 11:59:47.362 PST,99.2
2016-10-29 12:14:47.362 PST,0.3
2016-10-29 12:29:47.362 PST,79.9
2016-10-29 12:44:47.362 PST,2.6
2016-10-29 12:59:47.362 PST,16.0
2016-10-29 13:14:47.362 PST,50.6
2016-10-29 13:29:47.362 PST,55.8
2016-10-29 13:44:47.362 PST,94.8
2016-10-29 13:59:47.362 PST,86.5
2016-10-29 14:14:47.362 PST,49.4
2016-10-29 14:29:47.362 PST,28.2
2016-10-29 14:44:47.362 PST,94.9
2016-10-29 14:59:47.362 PST,67.1
2016-10-29 15:14:47.362 PST,50.4
2016-10-29 15:29:47.362 PST,6.9
2016-10-29 15:44:47.362 PST,43.1
2016-10-29 15:59:47.362 PST,39.3
