# timestamp,voltage_A.real
2001-01-01 00:00:00.000 PST,56.6
2001-01-01 00:00:00.010 PST,38.3
2001-01-01 00:00:00.020 PST,93.2
2001-01-01 00:00:00.030 PST,64.5
2001-01-01 00:00:00.040 PST,46.9
2001-01-01 00:00:00.050 PST,11.0
2001-01-01 00:00:00.060 PST,91.7
2001-01-01 00:00:00.070 PST,61.4
2001-01-01 00:00:00.080 PST,48.7
2001-01-01 00:00:00.090 PST,32.3
2001-01-01 00:00:00.100 PST,78.8
2001-01-01 00:00:00.110 PST,31.1
2001-01-01 00:00:00.120 PST,93.0
2001-01-01 00:00:00.130 PST,7.4
2001-01-01 00:00:00.140 PST,68.2
2001-01-01 00:00:00.150 PST,55.4
2001-01-01 00:00:00.160 PST,38.6
2001-01-01 00:00:00.170 PST,67.5
2001-01-01 00:00:00.180 PST,58.3
2001-01-01 00:00:00.190 PST,86.4
2001-01-01 00:00:00.200 PST,60.0
2001-01-01 00:00:00.210 PST,33.8
2001-01-01 00:00:00.220 PST,59.9
2001-01-01 00:00:00.230 PST,80.6
2001-01-01 00:00:00.240 PST,54.3
2001-01-01 00:00:00.250 PST,88.8
2001-01-01 00:00:00.260 PST,23.4
2001-01-01 00:00:00.270 PST,17.7
2001-01-01 00:00:00.280 PST,42.3
2001-01-01 00:00:00.290 PST,77.4
2001-01-01 00:00:00.300 PST,98.6
2001-01-01 00:00:00.310 PST,35.9
2001-01-01 00:00:00.320 PST,13.5
2001-01-01 00:00:00.330 PST,21.1
2001-01-01 00:00:00.340 PST,13.8
2001-01-01 00:00:00.350 PST,98.3
2001-01-01 00:00:00.360 PST,82.8
2001-01-01 00:00:00.370 PST,78.8
2001-01-01 00:00:00.380 PST,50.9
2001-01-01 00:00:00.390 PST,36.6
2001-01-01 00:00:00.400 PST,66.7
2001-01-01 00:00:00.410 PST,17.3
2001-01-01 00:00:00.420 PST,57.1
2001-01-01 00:00:00.430 PST,34.4
2001-01-01 00:00:00.440 PST,54.3
2001-01-01 00:00:00.450 PST,79.8
2001-01-01 00:00:00.460 PST,36.3
2001-01-01 00:00:00.470 PST,58.9
2001-01-01 00:00:00.480 PST,70.9
2001-01-01 00:00:00.490 PST,5.7
2001-01-01 00:00:00.500 PST,37.2
2001-01-01 00:00:00.510 PST,26.6
2001-01-01 00:00:00.520 PST,67.7
2001-01-01 00:00:00.530 PST,46.3
2001-01-01 00:00:00.540 PST,87.0
2001-01-01 00:00:00.550 PST,8.6
2001-01-01 00:00:00.560 PST,43.8
2001-01-01 00:00:00.570 PST,33.3
2001-01-01 00:00:00.580 PST,3.7
2001-01-01 00:00:00.590 PST,73.5
2001-01-01 00:00:00.600 PST,13.1
2001-01-01 00:00:00.610 PST,48.9
2001-01-01 00:00:00.620 PST,30.3
2001-01-01 00:00:00.630 PST,15.4
2001-01-01 00:00:00.640 PST,86.7
2001-01-01 00:00:00.650 PST,46.9
2001-01-01 00:00:00.660 PST,98.7
2001-01-01 00:00:00.670 PST,40.7
2001-01-01 00:00:00.680 PST,17.0
2001-01-01 00:00:00.690 PST,5.2
2001-01-01 00:00:00.700 PST,19.3
2001-01-01 00:00:00.710 PST,45.5
2001-01-01 00:00:00.720 PST,79.8
2001-01-01 00:00:00.730 PST,4.4
2001-01-01 00:00:00.740 PST,66.7
2001-01-01 00:00:00.750 PST,71.9
2001-01-01 00:00:00.760 PST,24.6
2001-01-01 00:00:00.770 PST,5.2
2001-01-01 00:00:00.780 PST,26.2
2001-01-01 00:00:00.790 PST,12.7
2001-01-01 00:00:00.800 PST,3.2
2001-01-01 00:00:00.810 PST,85.5
2001-01-01 00:00:00.820 PST,22.6
2001-01-01 00:00:00.830 PST,32.1
2001-01-01 00:00:00.840 PST,18.8
2001-01-01 00:00:00.850 PST,10.4
2001-01-01 00:00:00.860 PST,11.0
2001-01-01 00:00:00.870 PST,96.9
2001-01-01 00:00:00.880 PST,22.9
2001-01-01 00:00:00.890 PST,81.1
2001-01-01 00:00:00.900 PST,31.7
