# timestamp,voltage_A.real
2016-10-28 16:14:47.362 PST,24.4
2016-10-28 16:29:47.362 PST,79.2
2016-10-28 16:44:47.362 PST,10.1
2016-10-28 16:59:47.362 PST,78.0
2016-10-28 17:14:47.362 PST,19.2
2016-10-28 17:29:47.362 PST,95.7
2016-10-28 17:44:47.362 PST,74.3
2016-10-28 17:59:47.362 PST,78.7
2016-10-28 18:14:47.362 PST,66.9
2016-10-28 18:29:47.362 PST,67.4
2016-10-28 18:44:47.362 PST,22.0
2016-10-28 18:59:47.362 PST,67.2
2016-10-28 19:14:47.362 PST,68.2
2016-10-28 19:29:47.362 PST,98.6
2016-10-28 19:44:47.362 PST,63.1
2016-10-28 19:59:47.362 PST,3.1
2016-10-28 20:14:47.362 PST,75.9
2016-10-28 20:29:47.362 PST,12.9
2016-10-28 20:44:47.362 PST,80.3
2016-10-28 20:59:47.362 PST,73.0
2016-10-28 21:14:47.362 PST,6.3
2016-10-28 21:29:47.362 PST,41.0
2016-10-28 21:44:47.362 PST,37.0
2016-10-28 21:59:47.362 PST,73.8
2016-10-28 22:14:47.362 PST,34.5
2016-10-28 22:29:47.362 PST,71.1
2016-10-28 22:44:47.362 PST,66.9
2016-10-28 22:59:47.362 PST,53.5
2016-10-28 23:14:47.362 PST,37.4
2016-10-28 23:29:47.362 PST,40.7
2016-10-28 23:44:47.362 PST,68.3
2016-10-28 23:59:47.362 PST,23.9
2016-10-29 00:14:47.362 PST,0.7
2016-10-29 00:29:47.362 PST,22.7
2016-10-29 00:44:47.362 PST,71.5
2016-10-29 00:59:47.362 PST,30.1
2016-10-29 01:14:47.362 PST,4.0
2016-10-29 01:29:47.362 PST,60.8
2016-10-29 01:44:47.362 PST,32.0
2016-10-29 01:59:47.362 PST,19.7
2016-10-29 02:14:47.362 PST,81.2
2016-10-29 02:29:47.362 PST,62.9
2016-10-29 02:44:47.362 PST,4.1
2016-10-29 02:59:47.362 PST,99.4
2016-10-29 03:14:47.362 PST,41.3
2016-10-29 03:29:47.362 PST,65.5
2016-10-29 03:44:47.362 PST,89.0
2016-10-29 03:59:47.362 PST,51.9
2016-10-29 04:14:47.362 PST,14.2
2016-10-29 04:29:47.362 PST,52.1
2016-10-29 04:44:47.362 PST,73.2
2016-10-29 04:59:47.362 PST,79.2
2016-10-29 05:14:47.362 PST,67.9
2016-10-29 05:29:47.362 PST,72.3
2016-10-29 05:44:47.362 PST,17.3
2016-10-29 05:59:47.362 PST,18.4
2016-10-29 06:14:47.362 PST,34.1
2016-10-29 06:29:47.362 PST,55.8
2016-10-29 06:44:47.362 PST,62.4
2016-10-29 06:59:47.362 PST,91.1
2016-10-29 07:14:47.362 PST,61.6
2016-10-29 07:29:47.362 PST,99.1
2016-10-29 07:44:47.362 PST,80.2
2016-10-29 07:59:47.362 PST,29.7
2016-10-29 08:14:47.362 PST,65.7
2016-10-29 08:29:47.362 PST,44.3
2016-10-29 08:44:47.362 PST,21.5
2016-10-29 08:59:47.362 PST,16.5
2016-10-29 09:14:47.362 PST,21.6
2016-10-29 09:29:47.362 PST,63.9
2016-10-29 09:44:47.362 PST,13.0
2016-10-29 09:59:47.362 PST,80.6
2016-10-29 10:14:47.362 PST,85.4
2016-10-29 10:29:47.362 PST,61.4
2016-10-29 10:44:47.362 PST,22.3
2016-10-29 10:59:47.362 PST,75.3
2016-10-29 11:14:47.362 PST,77.5
2016-10-29 11:29:47.362 PST,40.7
2016-10-29 11:44:47.362 PST,3.2
2016-10-29 11:59:47.362 PST,10.9
2016-10-29 12:14:47.362 PST,44.7
2016-10-29 12:29:47.362 PST,37.7
2016-10-29 12:44:47.362 PST,56.0
2016-10-29 12:59:47.362 PST,96.6
2016-10-29 13:14:47.362 PST,41.0
2016-10-29 13:29:47.362 PST,64.0
2016-10-29 13:44:47.362 PST,66.3
2016-10-29 13:59:47.362 PST,96.8
2016-10-29 14:14:47.362 PST,40.8
2016-10-29 14:29:47.362 PST,70.2
2016-10-29 14:44:47.362 PST,40.0
2016-10-29 14:59:47.362 PST,43.8
2016-10-29 15:14:47.362 PST,52.1
2016-10-29 15:29:47.362 PST,92.1
2016-10-29 15:44:47.362 PST,73.9
2016-10-29 15:59:47.362 PST,52.5
